symbol,archetype,history_years,data_readiness,economic_quality,earnings_durability,earnings_quality,balance_sheet,capital_allocation,dilution,accounting_consistency,critical_findings,high_findings,value_trap,compounder_class,decision_state
C4G,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
C69,NORMAL_ENTERPRISE,11,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
C92,NORMAL_ENTERPRISE,7,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CAD,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CAG,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CAN,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CAP,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
CAR,NORMAL_ENTERPRISE,4,PARTIAL,FAIL,PASS,FAIL,PASS,WATCH,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CAT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CBI,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CBS,NORMAL_ENTERPRISE,6,READY,PASS,FAIL,PASS,PASS,PASS,WATCH,PASS,0,1,HIGH_RISK,AVERAGE_BUSINESS,AVOID
CCA,NORMAL_ENTERPRISE,9,READY,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CCC,NORMAL_ENTERPRISE,3,PARTIAL,FAIL,PASS,FAIL,FAIL,PASS,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CCI,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CCL,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CCM,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
CCP,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CCR,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CCS,NORMAL_ENTERPRISE,3,PARTIAL,WATCH,PASS,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CCT,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
CCV,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CDC,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CDG,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CDN,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
CDO,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CDP,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CDR,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CEN,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CEO,NORMAL_ENTERPRISE,14,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CET,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CFM,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CGV,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CH5,NORMAL_ENTERPRISE,1,INSUFFICIENT,PASS,PASS,UNKNOWN,WATCH,WATCH,PASS,PASS,0,0,CLEAR,INSUFFICIENT_DATA,REVIEW_BUSINESS
CHC,NORMAL_ENTERPRISE,10,READY,PASS,WATCH,FAIL,PASS,WATCH,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CHP,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
CHS,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CIA,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CID,NORMAL_ENTERPRISE,10,READY,WATCH,WATCH,FAIL,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CIG,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,PASS,WATCH,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CII,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,FAIL,WATCH,PASS,WATCH,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CIP,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CJC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,WATCH,WATCH,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CKA,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CKD,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CKG,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,WATCH,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CKV,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CLC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CLH,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
CLI,NORMAL_ENTERPRISE,1,INSUFFICIENT,FAIL,PASS,UNKNOWN,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,INSUFFICIENT_DATA,AVOID
CLL,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
CLM,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CLW,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,WATCH,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
CLX,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
CMC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CMD,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CMF,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,PASS,PASS,PASS,PASS,0,0,WATCH,COMPOUNDER,WAIT_FOR_MOS
CMG,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,WATCH,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
CMI,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CMK,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CMM,NORMAL_ENTERPRISE,6,READY,FAIL,PASS,FAIL,FAIL,PASS,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CMN,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CMP,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
CMS,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CMT,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,WATCH,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CMV,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CMW,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CMX,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CNA,NORMAL_ENTERPRISE,6,READY,FAIL,FAIL,UNKNOWN,WATCH,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
CNC,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,WATCH,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
CNG,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CNN,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,FAIL,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CNT,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
COM,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CPA,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CPC,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CPH,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CPI,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CQN,NORMAL_ENTERPRISE,12,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
CQT,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CRC,NORMAL_ENTERPRISE,12,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CRE,NORMAL_ENTERPRISE,11,READY,WATCH,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CRV,NORMAL_ENTERPRISE,5,READY,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CSC,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,WATCH,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CSI,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CSM,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,WATCH,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CST,NORMAL_ENTERPRISE,7,READY,WATCH,PASS,PASS,WATCH,WATCH,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
CSV,NORMAL_ENTERPRISE,14,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
CT6,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CTB,NORMAL_ENTERPRISE,10,READY,PASS,PASS,FAIL,WATCH,PASS,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CTD,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
CTF,NORMAL_ENTERPRISE,12,READY,FAIL,PASS,UNKNOWN,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CTG,BANK,15,READY,PASS,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
CTI,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,WATCH,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CTP,NORMAL_ENTERPRISE,12,READY,FAIL,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
CTR,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
CTS,SECURITIES,15,READY,PASS,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS,0,0,CLEAR,WEAK_BUSINESS,BUY
CTT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CTW,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
CTX,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,WATCH,WATCH,PASS,WATCH,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
CVN,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
CVT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,FAIL,WATCH,WATCH,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
CX8,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
D11,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,WATCH,PASS,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
D2D,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DAC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
DAD,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,WATCH,WATCH,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DAE,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DAG,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DAH,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DAN,NORMAL_ENTERPRISE,6,READY,FAIL,PASS,WATCH,FAIL,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DAS,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DAT,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,PASS,PASS,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DBC,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DBD,NORMAL_ENTERPRISE,14,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
DBM,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,FAIL,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DBT,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,WATCH,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DC1,NORMAL_ENTERPRISE,1,INSUFFICIENT,FAIL,PASS,UNKNOWN,FAIL,WATCH,PASS,PASS,0,2,HIGH_RISK,INSUFFICIENT_DATA,AVOID
DC2,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,WATCH,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DC4,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,PASS,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DCF,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,PASS,WATCH,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DCG,NORMAL_ENTERPRISE,10,READY,PASS,PASS,WATCH,FAIL,WATCH,PASS,PASS,0,1,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DCH,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DCL,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DCM,NORMAL_ENTERPRISE,14,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DCR,NORMAL_ENTERPRISE,9,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DCS,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DCT,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DCV,NORMAL_ENTERPRISE,3,PARTIAL,PASS,PASS,PASS,PASS,WATCH,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,WAIT_FOR_MOS
DDB,NORMAL_ENTERPRISE,5,READY,FAIL,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DDG,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,FAIL,FAIL,WATCH,PASS,PASS,0,4,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DDH,NORMAL_ENTERPRISE,9,READY,FAIL,WATCH,FAIL,PASS,PASS,PASS,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DDM,NORMAL_ENTERPRISE,10,READY,PASS,FAIL,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DDN,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,FAIL,WATCH,WATCH,PASS,0,2,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DDV,NORMAL_ENTERPRISE,15,READY,FAIL,WATCH,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DFC,NORMAL_ENTERPRISE,10,READY,PASS,WATCH,PASS,WATCH,WATCH,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DFF,NORMAL_ENTERPRISE,6,READY,FAIL,FAIL,FAIL,PASS,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DGC,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
DGT,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
DGW,NORMAL_ENTERPRISE,14,READY,PASS,PASS,UNKNOWN,WATCH,PASS,PASS,PASS,0,0,CLEAR,POTENTIAL_COMPOUNDER,BUY
DHA,NORMAL_ENTERPRISE,15,READY,WATCH,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DHB,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DHC,NORMAL_ENTERPRISE,15,READY,PASS,WATCH,UNKNOWN,PASS,PASS,PASS,WATCH,0,0,WATCH,POTENTIAL_COMPOUNDER,WAIT_FOR_MOS
DHD,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,WATCH,WATCH,WATCH,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DHG,NORMAL_ENTERPRISE,15,READY,PASS,PASS,UNKNOWN,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DHM,NORMAL_ENTERPRISE,10,READY,FAIL,WATCH,FAIL,FAIL,WATCH,PASS,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DHN,NORMAL_ENTERPRISE,10,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DHP,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,PASS,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DHT,NORMAL_ENTERPRISE,10,READY,PASS,PASS,PASS,PASS,WATCH,WATCH,PASS,0,0,WATCH,AVERAGE_BUSINESS,WAIT_FOR_MOS
DIC,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
DID,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,WATCH,PASS,WATCH,WATCH,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
DIG,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,WATCH,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DIH,NORMAL_ENTERPRISE,10,READY,FAIL,PASS,FAIL,FAIL,PASS,WATCH,PASS,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
DKC,NORMAL_ENTERPRISE,8,READY,WATCH,PASS,PASS,PASS,PASS,PASS,PASS,0,0,CLEAR,AVERAGE_BUSINESS,BUY
DKG,NORMAL_ENTERPRISE,3,PARTIAL,FAIL,FAIL,PASS,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
DL1,NORMAL_ENTERPRISE,15,READY,FAIL,PASS,UNKNOWN,PASS,WATCH,PASS,PASS,0,1,HIGH_RISK,WEAK_BUSINESS,AVOID
DLD,NORMAL_ENTERPRISE,10,READY,FAIL,FAIL,UNKNOWN,PASS,WATCH,PASS,PASS,0,2,HIGH_RISK,WEAK_BUSINESS,AVOID
DLG,NORMAL_ENTERPRISE,15,READY,FAIL,FAIL,UNKNOWN,FAIL,PASS,PASS,WATCH,0,3,HIGH_RISK,DETERIORATING_BUSINESS,AVOID
